"STATISTIC","STATISTIC Label","TLIST(A1)","Year","C02076V03371","Single Year of Age","C02199V02655","Sex","UNIT","VALUE"
"PEA11","Population estimates from 1926","1961","1961","646","99 years and over","-","Both sexes","Number","214"
"PEA11","Population estimates from 1926","1961","1961","646","99 years and over","1","Male","Number","78"
"PEA11","Population estimates from 1926","1961","1961","646","99 years and over","2","Female","Number","136"
"PEA11","Population estimates from 1926","1966","1966","-","All ages","-","Both sexes","Number","2884002"
"PEA11","Population estimates from 1926","1966","1966","-","All ages","1","Male","Number","1449032"
"PEA11","Population estimates from 1926","1966","1966","-","All ages","2","Female","Number","1434970"
"PEA11","Population estimates from 1926","1966","1966","200","Under 1 year","-","Both sexes","Number","63589"
"PEA11","Population estimates from 1926","1966","1966","200","Under 1 year","1","Male","Number","32514"
"PEA11","Population estimates from 1926","1966","1966","200","Under 1 year","2","Female","Number","31075"
"PEA11","Population estimates from 1926","1966","1966","001","1 year","-","Both sexes","Number","64182"
"PEA11","Population estimates from 1926","1966","1966","001","1 year","1","Male","Number","32686"
"PEA11","Population estimates from 1926","1966","1966","001","1 year","2","Female","Number","31496"
"PEA11","Population estimates from 1926","1966","1966","002","2 years","-","Both sexes","Number","63534"
"PEA11","Population estimates from 1926","1966","1966","002","2 years","1","Male","Number","32437"
"PEA11","Population estimates from 1926","1966","1966","002","2 years","2","Female","Number","31097"
"PEA11","Population estimates from 1926","1966","1966","003","3 years","-","Both sexes","Number","63111"
"PEA11","Population estimates from 1926","1966","1966","003","3 years","1","Male","Number","32240"
"PEA11","Population estimates from 1926","1966","1966","003","3 years","2","Female","Number","30871"
"PEA11","Population estimates from 1926","1966","1966","004","4 years","-","Both sexes","Number","61515"
"PEA11","Population estimates from 1926","1966","1966","004","4 years","1","Male","Number","31435"
"PEA11","Population estimates from 1926","1966","1966","004","4 years","2","Female","Number","30080"
"PEA11","Population estimates from 1926","1966","1966","005","5 years","-","Both sexes","Number","61970"
"PEA11","Population estimates from 1926","1966","1966","005","5 years","1","Male","Number","31658"
"PEA11","Population estimates from 1926","1966","1966","005","5 years","2","Female","Number","30312"
"PEA11","Population estimates from 1926","1966","1966","006","6 years","-","Both sexes","Number","60896"
"PEA11","Population estimates from 1926","1966","1966","006","6 years","1","Male","Number","30962"
"PEA11","Population estimates from 1926","1966","1966","006","6 years","2","Female","Number","29934"
"PEA11","Population estimates from 1926","1966","1966","007","7 years","-","Both sexes","Number","59455"
"PEA11","Population estimates from 1926","1966","1966","007","7 years","1","Male","Number","30419"
"PEA11","Population estimates from 1926","1966","1966","007","7 years","2","Female","Number","29036"
"PEA11","Population estimates from 1926","1966","1966","008","8 years","-","Both sexes","Number","58252"
"PEA11","Population estimates from 1926","1966","1966","008","8 years","1","Male","Number","29621"
"PEA11","Population estimates from 1926","1966","1966","008","8 years","2","Female","Number","28631"
"PEA11","Population estimates from 1926","1966","1966","009","9 years","-","Both sexes","Number","58417"
"PEA11","Population estimates from 1926","1966","1966","009","9 years","1","Male","Number","29785"
"PEA11","Population estimates from 1926","1966","1966","009","9 years","2","Female","Number","28632"
"PEA11","Population estimates from 1926","1966","1966","010","10 years","-","Both sexes","Number","57180"
"PEA11","Population estimates from 1926","1966","1966","010","10 years","1","Male","Number","29117"
"PEA11","Population estimates from 1926","1966","1966","010","10 years","2","Female","Number","28063"
"PEA11","Population estimates from 1926","1966","1966","011","11 years","-","Both sexes","Number","58394"
"PEA11","Population estimates from 1926","1966","1966","011","11 years","1","Male","Number","29707"
"PEA11","Population estimates from 1926","1966","1966","011","11 years","2","Female","Number","28687"
"PEA11","Population estimates from 1926","1966","1966","012","12 years","-","Both sexes","Number","56448"
"PEA11","Population estimates from 1926","1966","1966","012","12 years","1","Male","Number","28869"
"PEA11","Population estimates from 1926","1966","1966","012","12 years","2","Female","Number","27579"
"PEA11","Population estimates from 1926","1966","1966","013","13 years","-","Both sexes","Number","58176"
"PEA11","Population estimates from 1926","1966","1966","013","13 years","1","Male","Number","29679"
"PEA11","Population estimates from 1926","1966","1966","013","13 years","2","Female","Number","28497"
"PEA11","Population estimates from 1926","1966","1966","014","14 years","-","Both sexes","Number","55277"
"PEA11","Population estimates from 1926","1966","1966","014","14 years","1","Male","Number","28277"
"PEA11","Population estimates from 1926","1966","1966","014","14 years","2","Female","Number","27000"
"PEA11","Population estimates from 1926","1966","1966","015","15 years","-","Both sexes","Number","55731"
"PEA11","Population estimates from 1926","1966","1966","015","15 years","1","Male","Number","28700"
"PEA11","Population estimates from 1926","1966","1966","015","15 years","2","Female","Number","27031"
"PEA11","Population estimates from 1926","1966","1966","016","16 years","-","Both sexes","Number","54571"
"PEA11","Population estimates from 1926","1966","1966","016","16 years","1","Male","Number","27885"
"PEA11","Population estimates from 1926","1966","1966","016","16 years","2","Female","Number","26686"
"PEA11","Population estimates from 1926","1966","1966","017","17 years","-","Both sexes","Number","53396"
"PEA11","Population estimates from 1926","1966","1966","017","17 years","1","Male","Number","27373"
"PEA11","Population estimates from 1926","1966","1966","017","17 years","2","Female","Number","26023"
"PEA11","Population estimates from 1926","1966","1966","018","18 years","-","Both sexes","Number","49784"
"PEA11","Population estimates from 1926","1966","1966","018","18 years","1","Male","Number","25592"
"PEA11","Population estimates from 1926","1966","1966","018","18 years","2","Female","Number","24192"
"PEA11","Population estimates from 1926","1966","1966","019","19 years","-","Both sexes","Number","45874"
"PEA11","Population estimates from 1926","1966","1966","019","19 years","1","Male","Number","23777"
"PEA11","Population estimates from 1926","1966","1966","019","19 years","2","Female","Number","22097"
"PEA11","Population estimates from 1926","1966","1966","020","20 years","-","Both sexes","Number","43724"
"PEA11","Population estimates from 1926","1966","1966","020","20 years","1","Male","Number","22505"
"PEA11","Population estimates from 1926","1966","1966","020","20 years","2","Female","Number","21219"
"PEA11","Population estimates from 1926","1966","1966","021","21 years","-","Both sexes","Number","39490"
"PEA11","Population estimates from 1926","1966","1966","021","21 years","1","Male","Number","20241"
"PEA11","Population estimates from 1926","1966","1966","021","21 years","2","Female","Number","19249"
"PEA11","Population estimates from 1926","1966","1966","022","22 years","-","Both sexes","Number","36388"
"PEA11","Population estimates from 1926","1966","1966","022","22 years","1","Male","Number","18614"
"PEA11","Population estimates from 1926","1966","1966","022","22 years","2","Female","Number","17774"
"PEA11","Population estimates from 1926","1966","1966","023","23 years","-","Both sexes","Number","34898"
"PEA11","Population estimates from 1926","1966","1966","023","23 years","1","Male","Number","17597"
"PEA11","Population estimates from 1926","1966","1966","023","23 years","2","Female","Number","17301"
"PEA11","Population estimates from 1926","1966","1966","024","24 years","-","Both sexes","Number","30789"
"PEA11","Population estimates from 1926","1966","1966","024","24 years","1","Male","Number","15769"
"PEA11","Population estimates from 1926","1966","1966","024","24 years","2","Female","Number","15020"
"PEA11","Population estimates from 1926","1966","1966","025","25 years","-","Both sexes","Number","30200"
"PEA11","Population estimates from 1926","1966","1966","025","25 years","1","Male","Number","15315"
"PEA11","Population estimates from 1926","1966","1966","025","25 years","2","Female","Number","14885"
"PEA11","Population estimates from 1926","1966","1966","026","26 years","-","Both sexes","Number","30849"
"PEA11","Population estimates from 1926","1966","1966","026","26 years","1","Male","Number","15529"
"PEA11","Population estimates from 1926","1966","1966","026","26 years","2","Female","Number","15320"
"PEA11","Population estimates from 1926","1966","1966","027","27 years","-","Both sexes","Number","29861"
"PEA11","Population estimates from 1926","1966","1966","027","27 years","1","Male","Number","14856"
"PEA11","Population estimates from 1926","1966","1966","027","27 years","2","Female","Number","15005"
"PEA11","Population estimates from 1926","1966","1966","028","28 years","-","Both sexes","Number","28241"
"PEA11","Population estimates from 1926","1966","1966","028","28 years","1","Male","Number","14258"
"PEA11","Population estimates from 1926","1966","1966","028","28 years","2","Female","Number","13983"
"PEA11","Population estimates from 1926","1966","1966","029","29 years","-","Both sexes","Number","30166"
"PEA11","Population estimates from 1926","1966","1966","029","29 years","1","Male","Number","15050"
"PEA11","Population estimates from 1926","1966","1966","029","29 years","2","Female","Number","15116"
"PEA11","Population estimates from 1926","1966","1966","030","30 years","-","Both sexes","Number","29403"
"PEA11","Population estimates from 1926","1966","1966","030","30 years","1","Male","Number","14793"
"PEA11","Population estimates from 1926","1966","1966","030","30 years","2","Female","Number","14610"
"PEA11","Population estimates from 1926","1966","1966","031","31 years","-","Both sexes","Number","28717"
