"STATISTIC","STATISTIC Label","TLIST(A1)","Year","C02076V03371","Age Group","C02199V02655","Sex","C02542V03077","Inward or Outward Flow","UNIT","VALUE"
"PEA03","Estimated Migration (Persons in April)","1998","1998","420","25 - 44 years","-","Both sexes","05","Immigrants: All origins","Thousand","19.9"
"PEA03","Estimated Migration (Persons in April)","1998","1998","420","25 - 44 years","1","Male","01","Net migration","Thousand",""
"PEA03","Estimated Migration (Persons in April)","1998","1998","420","25 - 44 years","1","Male","04","Emigrants: All destinations","Thousand","3.2"
"PEA03","Estimated Migration (Persons in April)","1998","1998","420","25 - 44 years","1","Male","05","Immigrants: All origins","Thousand","11.1"
"PEA03","Estimated Migration (Persons in April)","1998","1998","420","25 - 44 years","2","Female","01","Net migration","Thousand",""
"PEA03","Estimated Migration (Persons in April)","1998","1998","420","25 - 44 years","2","Female","04","Emigrants: All destinations","Thousand","2.5"
"PEA03","Estimated Migration (Persons in April)","1998","1998","420","25 - 44 years","2","Female","05","Immigrants: All origins","Thousand","8.8"
"PEA03","Estimated Migration (Persons in April)","1998","1998","505","45 - 64 years","-","Both sexes","01","Net migration","Thousand",""
"PEA03","Estimated Migration (Persons in April)","1998","1998","505","45 - 64 years","-","Both sexes","04","Emigrants: All destinations","Thousand","0.2"
"PEA03","Estimated Migration (Persons in April)","1998","1998","505","45 - 64 years","-","Both sexes","05","Immigrants: All origins","Thousand","4.3"
"PEA03","Estimated Migration (Persons in April)","1998","1998","505","45 - 64 years","1","Male","01","Net migration","Thousand",""
"PEA03","Estimated Migration (Persons in April)","1998","1998","505","45 - 64 years","1","Male","04","Emigrants: All destinations","Thousand","0.2"
"PEA03","Estimated Migration (Persons in April)","1998","1998","505","45 - 64 years","1","Male","05","Immigrants: All origins","Thousand","2.1"
"PEA03","Estimated Migration (Persons in April)","1998","1998","505","45 - 64 years","2","Female","01","Net migration","Thousand",""
"PEA03","Estimated Migration (Persons in April)","1998","1998","505","45 - 64 years","2","Female","04","Emigrants: All destinations","Thousand","0"
"PEA03","Estimated Migration (Persons in April)","1998","1998","505","45 - 64 years","2","Female","05","Immigrants: All origins","Thousand","2.2"
"PEA03","Estimated Migration (Persons in April)","1998","1998","575","65 years and over","-","Both sexes","01","Net migration","Thousand",""
"PEA03","Estimated Migration (Persons in April)","1998","1998","575","65 years and over","-","Both sexes","04","Emigrants: All destinations","Thousand","0"
"PEA03","Estimated Migration (Persons in April)","1998","1998","575","65 years and over","-","Both sexes","05","Immigrants: All origins","Thousand","1.8"
"PEA03","Estimated Migration (Persons in April)","1998","1998","575","65 years and over","1","Male","01","Net migration","Thousand",""
"PEA03","Estimated Migration (Persons in April)","1998","1998","575","65 years and over","1","Male","04","Emigrants: All destinations","Thousand","0"
"PEA03","Estimated Migration (Persons in April)","1998","1998","575","65 years and over","1","Male","05","Immigrants: All origins","Thousand","0.9"
"PEA03","Estimated Migration (Persons in April)","1998","1998","575","65 years and over","2","Female","01","Net migration","Thousand",""
"PEA03","Estimated Migration (Persons in April)","1998","1998","575","65 years and over","2","Female","04","Emigrants: All destinations","Thousand","0"
"PEA03","Estimated Migration (Persons in April)","1998","1998","575","65 years and over","2","Female","05","Immigrants: All origins","Thousand","0.9"
"PEA03","Estimated Migration (Persons in April)","1999","1999","-","All ages","-","Both sexes","01","Net migration","Thousand","17.3"
"PEA03","Estimated Migration (Persons in April)","1999","1999","-","All ages","-","Both sexes","04","Emigrants: All destinations","Thousand","31.5"
"PEA03","Estimated Migration (Persons in April)","1999","1999","-","All ages","-","Both sexes","05","Immigrants: All origins","Thousand","48.9"
"PEA03","Estimated Migration (Persons in April)","1999","1999","-","All ages","1","Male","01","Net migration","Thousand",""
"PEA03","Estimated Migration (Persons in April)","1999","1999","-","All ages","1","Male","04","Emigrants: All destinations","Thousand",""
"PEA03","Estimated Migration (Persons in April)","1999","1999","-","All ages","1","Male","05","Immigrants: All origins","Thousand",""
"PEA03","Estimated Migration (Persons in April)","1999","1999","-","All ages","2","Female","01","Net migration","Thousand",""
"PEA03","Estimated Migration (Persons in April)","1999","1999","-","All ages","2","Female","04","Emigrants: All destinations","Thousand",""
"PEA03","Estimated Migration (Persons in April)","1999","1999","-","All ages","2","Female","05","Immigrants: All origins","Thousand",""
"PEA03","Estimated Migration (Persons in April)","1999","1999","215","0 - 14 years","-","Both sexes","01","Net migration","Thousand",""
"PEA03","Estimated Migration (Persons in April)","1999","1999","215","0 - 14 years","-","Both sexes","04","Emigrants: All destinations","Thousand","0"
"PEA03","Estimated Migration (Persons in April)","1999","1999","215","0 - 14 years","-","Both sexes","05","Immigrants: All origins","Thousand","7"
"PEA03","Estimated Migration (Persons in April)","1999","1999","215","0 - 14 years","1","Male","01","Net migration","Thousand",""
"PEA03","Estimated Migration (Persons in April)","1999","1999","215","0 - 14 years","1","Male","04","Emigrants: All destinations","Thousand","0"
"PEA03","Estimated Migration (Persons in April)","1999","1999","215","0 - 14 years","1","Male","05","Immigrants: All origins","Thousand","3.6"
"PEA03","Estimated Migration (Persons in April)","1999","1999","215","0 - 14 years","2","Female","01","Net migration","Thousand",""
"PEA03","Estimated Migration (Persons in April)","1999","1999","215","0 - 14 years","2","Female","04","Emigrants: All destinations","Thousand","0"
"PEA03","Estimated Migration (Persons in April)","1999","1999","215","0 - 14 years","2","Female","05","Immigrants: All origins","Thousand","3.4"
"PEA03","Estimated Migration (Persons in April)","1999","1999","310","15 - 24 years","-","Both sexes","01","Net migration","Thousand",""
"PEA03","Estimated Migration (Persons in April)","1999","1999","310","15 - 24 years","-","Both sexes","04","Emigrants: All destinations","Thousand","23.1"
"PEA03","Estimated Migration (Persons in April)","1999","1999","310","15 - 24 years","-","Both sexes","05","Immigrants: All origins","Thousand","15.3"
"PEA03","Estimated Migration (Persons in April)","1999","1999","310","15 - 24 years","1","Male","01","Net migration","Thousand",""
"PEA03","Estimated Migration (Persons in April)","1999","1999","310","15 - 24 years","1","Male","04","Emigrants: All destinations","Thousand","10.4"
"PEA03","Estimated Migration (Persons in April)","1999","1999","310","15 - 24 years","1","Male","05","Immigrants: All origins","Thousand","6.1"
"PEA03","Estimated Migration (Persons in April)","1999","1999","310","15 - 24 years","2","Female","01","Net migration","Thousand",""
"PEA03","Estimated Migration (Persons in April)","1999","1999","310","15 - 24 years","2","Female","04","Emigrants: All destinations","Thousand","12.7"
"PEA03","Estimated Migration (Persons in April)","1999","1999","310","15 - 24 years","2","Female","05","Immigrants: All origins","Thousand","9.2"
"PEA03","Estimated Migration (Persons in April)","1999","1999","420","25 - 44 years","-","Both sexes","01","Net migration","Thousand",""
"PEA03","Estimated Migration (Persons in April)","1999","1999","420","25 - 44 years","-","Both sexes","04","Emigrants: All destinations","Thousand","7.6"
"PEA03","Estimated Migration (Persons in April)","1999","1999","420","25 - 44 years","-","Both sexes","05","Immigrants: All origins","Thousand","21.5"
"PEA03","Estimated Migration (Persons in April)","1999","1999","420","25 - 44 years","1","Male","01","Net migration","Thousand",""
"PEA03","Estimated Migration (Persons in April)","1999","1999","420","25 - 44 years","1","Male","04","Emigrants: All destinations","Thousand","4.6"
"PEA03","Estimated Migration (Persons in April)","1999","1999","420","25 - 44 years","1","Male","05","Immigrants: All origins","Thousand","11.7"
"PEA03","Estimated Migration (Persons in April)","1999","1999","420","25 - 44 years","2","Female","01","Net migration","Thousand",""
"PEA03","Estimated Migration (Persons in April)","1999","1999","420","25 - 44 years","2","Female","04","Emigrants: All destinations","Thousand","3"
"PEA03","Estimated Migration (Persons in April)","1999","1999","420","25 - 44 years","2","Female","05","Immigrants: All origins","Thousand","9.9"
"PEA03","Estimated Migration (Persons in April)","1999","1999","505","45 - 64 years","-","Both sexes","01","Net migration","Thousand",""
"PEA03","Estimated Migration (Persons in April)","1999","1999","505","45 - 64 years","-","Both sexes","04","Emigrants: All destinations","Thousand","0.3"
"PEA03","Estimated Migration (Persons in April)","1999","1999","505","45 - 64 years","-","Both sexes","05","Immigrants: All origins","Thousand","4.1"
"PEA03","Estimated Migration (Persons in April)","1999","1999","505","45 - 64 years","1","Male","01","Net migration","Thousand",""
"PEA03","Estimated Migration (Persons in April)","1999","1999","505","45 - 64 years","1","Male","04","Emigrants: All destinations","Thousand","0"
"PEA03","Estimated Migration (Persons in April)","1999","1999","505","45 - 64 years","1","Male","05","Immigrants: All origins","Thousand","2.5"
"PEA03","Estimated Migration (Persons in April)","1999","1999","505","45 - 64 years","2","Female","01","Net migration","Thousand",""
"PEA03","Estimated Migration (Persons in April)","1999","1999","505","45 - 64 years","2","Female","04","Emigrants: All destinations","Thousand","0.3"
"PEA03","Estimated Migration (Persons in April)","1999","1999","505","45 - 64 years","2","Female","05","Immigrants: All origins","Thousand","1.6"
"PEA03","Estimated Migration (Persons in April)","1999","1999","575","65 years and over","-","Both sexes","01","Net migration","Thousand",""
"PEA03","Estimated Migration (Persons in April)","1999","1999","575","65 years and over","-","Both sexes","04","Emigrants: All destinations","Thousand","0.6"
"PEA03","Estimated Migration (Persons in April)","1999","1999","575","65 years and over","-","Both sexes","05","Immigrants: All origins","Thousand","0.9"
"PEA03","Estimated Migration (Persons in April)","1999","1999","575","65 years and over","1","Male","01","Net migration","Thousand",""
"PEA03","Estimated Migration (Persons in April)","1999","1999","575","65 years and over","1","Male","04","Emigrants: All destinations","Thousand","0.4"
"PEA03","Estimated Migration (Persons in April)","1999","1999","575","65 years and over","1","Male","05","Immigrants: All origins","Thousand","0.6"
"PEA03","Estimated Migration (Persons in April)","1999","1999","575","65 years and over","2","Female","01","Net migration","Thousand",""
"PEA03","Estimated Migration (Persons in April)","1999","1999","575","65 years and over","2","Female","04","Emigrants: All destinations","Thousand","0.1"
"PEA03","Estimated Migration (Persons in April)","1999","1999","575","65 years and over","2","Female","05","Immigrants: All origins","Thousand","0.3"
"PEA03","Estimated Migration (Persons in April)","2000","2000","-","All ages","-","Both sexes","01","Net migration","Thousand","26"
"PEA03","Estimated Migration (Persons in April)","2000","2000","-","All ages","-","Both sexes","04","Emigrants: All destinations","Thousand","26.6"
"PEA03","Estimated Migration (Persons in April)","2000","2000","-","All ages","-","Both sexes","05","Immigrants: All origins","Thousand","52.6"
"PEA03","Estimated Migration (Persons in April)","2000","2000","-","All ages","1","Male","01","Net migration","Thousand",""
"PEA03","Estimated Migration (Persons in April)","2000","2000","-","All ages","1","Male","04","Emigrants: All destinations","Thousand",""
"PEA03","Estimated Migration (Persons in April)","2000","2000","-","All ages","1","Male","05","Immigrants: All origins","Thousand",""
"PEA03","Estimated Migration (Persons in April)","2000","2000","-","All ages","2","Female","01","Net migration","Thousand",""
"PEA03","Estimated Migration (Persons in April)","2000","2000","-","All ages","2","Female","04","Emigrants: All destinations","Thousand",""
"PEA03","Estimated Migration (Persons in April)","2000","2000","-","All ages","2","Female","05","Immigrants: All origins","Thousand",""
"PEA03","Estimated Migration (Persons in April)","2000","2000","215","0 - 14 years","-","Both sexes","01","Net migration","Thousand",""
"PEA03","Estimated Migration (Persons in April)","2000","2000","215","0 - 14 years","-","Both sexes","04","Emigrants: All destinations","Thousand","0"
