"STATISTIC","STATISTIC Label","TLIST(A1)","Year","C02076V02508","Age Group","C02199V02655","Sex","UNIT","VALUE"
"PEA01","Population Estimates (Persons in April)","1965","1965","200","Under 1 year","2","Female","Thousand","30.6"
"PEA01","Population Estimates (Persons in April)","1965","1965","205","0 - 4 years","-","Both sexes","Thousand",""
"PEA01","Population Estimates (Persons in April)","1965","1965","205","0 - 4 years","1","Male","Thousand",""
"PEA01","Population Estimates (Persons in April)","1965","1965","205","0 - 4 years","2","Female","Thousand",""
"PEA01","Population Estimates (Persons in April)","1965","1965","215","0 - 14 years","-","Both sexes","Thousand","897.2"
"PEA01","Population Estimates (Persons in April)","1965","1965","215","0 - 14 years","1","Male","Thousand","458.3"
"PEA01","Population Estimates (Persons in April)","1965","1965","215","0 - 14 years","2","Female","Thousand","438.9"
"PEA01","Population Estimates (Persons in April)","1965","1965","225","1 - 4 years","-","Both sexes","Thousand","251"
"PEA01","Population Estimates (Persons in April)","1965","1965","225","1 - 4 years","1","Male","Thousand","128.3"
"PEA01","Population Estimates (Persons in April)","1965","1965","225","1 - 4 years","2","Female","Thousand","122.7"
"PEA01","Population Estimates (Persons in April)","1965","1965","245","5 - 9 years","-","Both sexes","Thousand","297.2"
"PEA01","Population Estimates (Persons in April)","1965","1965","245","5 - 9 years","1","Male","Thousand","151.7"
"PEA01","Population Estimates (Persons in April)","1965","1965","245","5 - 9 years","2","Female","Thousand","145.5"
"PEA01","Population Estimates (Persons in April)","1965","1965","265","10 - 14 years","-","Both sexes","Thousand","286.6"
"PEA01","Population Estimates (Persons in April)","1965","1965","265","10 - 14 years","1","Male","Thousand","146.5"
"PEA01","Population Estimates (Persons in April)","1965","1965","265","10 - 14 years","2","Female","Thousand","140.1"
"PEA01","Population Estimates (Persons in April)","1965","1965","300","15 - 19 years","-","Both sexes","Thousand","254.6"
"PEA01","Population Estimates (Persons in April)","1965","1965","300","15 - 19 years","1","Male","Thousand","131"
"PEA01","Population Estimates (Persons in April)","1965","1965","300","15 - 19 years","2","Female","Thousand","123.6"
"PEA01","Population Estimates (Persons in April)","1965","1965","310","15 - 24 years","-","Both sexes","Thousand","434.7"
"PEA01","Population Estimates (Persons in April)","1965","1965","310","15 - 24 years","1","Male","Thousand","223"
"PEA01","Population Estimates (Persons in April)","1965","1965","310","15 - 24 years","2","Female","Thousand","211.7"
"PEA01","Population Estimates (Persons in April)","1965","1965","320","15 years and over","-","Both sexes","Thousand","1978.6"
"PEA01","Population Estimates (Persons in April)","1965","1965","320","15 years and over","1","Male","Thousand","987.5"
"PEA01","Population Estimates (Persons in April)","1965","1965","320","15 years and over","2","Female","Thousand","991.1"
"PEA01","Population Estimates (Persons in April)","1965","1965","365","20 - 24 years","-","Both sexes","Thousand","180.1"
"PEA01","Population Estimates (Persons in April)","1965","1965","365","20 - 24 years","1","Male","Thousand","92"
"PEA01","Population Estimates (Persons in April)","1965","1965","365","20 - 24 years","2","Female","Thousand","88.1"
"PEA01","Population Estimates (Persons in April)","1965","1965","410","25 - 29 years","-","Both sexes","Thousand","148.8"
"PEA01","Population Estimates (Persons in April)","1965","1965","410","25 - 29 years","1","Male","Thousand","74.6"
"PEA01","Population Estimates (Persons in April)","1965","1965","410","25 - 29 years","2","Female","Thousand","74.2"
"PEA01","Population Estimates (Persons in April)","1965","1965","420","25 - 44 years","-","Both sexes","Thousand","619.4"
"PEA01","Population Estimates (Persons in April)","1965","1965","420","25 - 44 years","1","Male","Thousand","308.7"
"PEA01","Population Estimates (Persons in April)","1965","1965","420","25 - 44 years","2","Female","Thousand","310.7"
"PEA01","Population Estimates (Persons in April)","1965","1965","440","30 - 34 years","-","Both sexes","Thousand","148.2"
"PEA01","Population Estimates (Persons in April)","1965","1965","440","30 - 34 years","1","Male","Thousand","74.3"
"PEA01","Population Estimates (Persons in April)","1965","1965","440","30 - 34 years","2","Female","Thousand","73.9"
"PEA01","Population Estimates (Persons in April)","1965","1965","460","35 - 39 years","-","Both sexes","Thousand","157.2"
"PEA01","Population Estimates (Persons in April)","1965","1965","460","35 - 39 years","1","Male","Thousand","77.8"
"PEA01","Population Estimates (Persons in April)","1965","1965","460","35 - 39 years","2","Female","Thousand","79.4"
"PEA01","Population Estimates (Persons in April)","1965","1965","475","40 - 44 years","-","Both sexes","Thousand","165.2"
"PEA01","Population Estimates (Persons in April)","1965","1965","475","40 - 44 years","1","Male","Thousand","82"
"PEA01","Population Estimates (Persons in April)","1965","1965","475","40 - 44 years","2","Female","Thousand","83.2"
"PEA01","Population Estimates (Persons in April)","1965","1965","495","45 - 49 years","-","Both sexes","Thousand","168.4"
"PEA01","Population Estimates (Persons in April)","1965","1965","495","45 - 49 years","1","Male","Thousand","84.9"
"PEA01","Population Estimates (Persons in April)","1965","1965","495","45 - 49 years","2","Female","Thousand","83.5"
"PEA01","Population Estimates (Persons in April)","1965","1965","505","45 - 64 years","-","Both sexes","Thousand","602.6"
"PEA01","Population Estimates (Persons in April)","1965","1965","505","45 - 64 years","1","Male","Thousand","305.7"
"PEA01","Population Estimates (Persons in April)","1965","1965","505","45 - 64 years","2","Female","Thousand","296.9"
"PEA01","Population Estimates (Persons in April)","1965","1965","515","50 - 54 years","-","Both sexes","Thousand","163.7"
"PEA01","Population Estimates (Persons in April)","1965","1965","515","50 - 54 years","1","Male","Thousand","84"
"PEA01","Population Estimates (Persons in April)","1965","1965","515","50 - 54 years","2","Female","Thousand","79.7"
"PEA01","Population Estimates (Persons in April)","1965","1965","530","55 - 59 years","-","Both sexes","Thousand","145"
"PEA01","Population Estimates (Persons in April)","1965","1965","530","55 - 59 years","1","Male","Thousand","74.5"
"PEA01","Population Estimates (Persons in April)","1965","1965","530","55 - 59 years","2","Female","Thousand","70.5"
"PEA01","Population Estimates (Persons in April)","1965","1965","550","60 - 64 years","-","Both sexes","Thousand","125.5"
"PEA01","Population Estimates (Persons in April)","1965","1965","550","60 - 64 years","1","Male","Thousand","62.3"
"PEA01","Population Estimates (Persons in April)","1965","1965","550","60 - 64 years","2","Female","Thousand","63.2"
"PEA01","Population Estimates (Persons in April)","1965","1965","565","65 - 69 years","-","Both sexes","Thousand","112.3"
"PEA01","Population Estimates (Persons in April)","1965","1965","565","65 - 69 years","1","Male","Thousand","54.4"
"PEA01","Population Estimates (Persons in April)","1965","1965","565","65 - 69 years","2","Female","Thousand","57.9"
"PEA01","Population Estimates (Persons in April)","1965","1965","575","65 years and over","-","Both sexes","Thousand","321.9"
"PEA01","Population Estimates (Persons in April)","1965","1965","575","65 years and over","1","Male","Thousand","150.1"
"PEA01","Population Estimates (Persons in April)","1965","1965","575","65 years and over","2","Female","Thousand","171.8"
"PEA01","Population Estimates (Persons in April)","1965","1965","580","70 - 74 years","-","Both sexes","Thousand","90.8"
"PEA01","Population Estimates (Persons in April)","1965","1965","580","70 - 74 years","1","Male","Thousand","42.7"
"PEA01","Population Estimates (Persons in April)","1965","1965","580","70 - 74 years","2","Female","Thousand","48.1"
"PEA01","Population Estimates (Persons in April)","1965","1965","595","75 - 79 years","-","Both sexes","Thousand","63"
"PEA01","Population Estimates (Persons in April)","1965","1965","595","75 - 79 years","1","Male","Thousand","29"
"PEA01","Population Estimates (Persons in April)","1965","1965","595","75 - 79 years","2","Female","Thousand","34"
"PEA01","Population Estimates (Persons in April)","1965","1965","610","80 - 84 years","-","Both sexes","Thousand","35.9"
"PEA01","Population Estimates (Persons in April)","1965","1965","610","80 - 84 years","1","Male","Thousand","16"
"PEA01","Population Estimates (Persons in April)","1965","1965","610","80 - 84 years","2","Female","Thousand","19.9"
"PEA01","Population Estimates (Persons in April)","1965","1965","630","85 years and over","-","Both sexes","Thousand","19.9"
"PEA01","Population Estimates (Persons in April)","1965","1965","630","85 years and over","1","Male","Thousand","8"
"PEA01","Population Estimates (Persons in April)","1965","1965","630","85 years and over","2","Female","Thousand","11.9"
"PEA01","Population Estimates (Persons in April)","1965","1965","-","All ages","-","Both sexes","Thousand","2875.8"
"PEA01","Population Estimates (Persons in April)","1965","1965","-","All ages","1","Male","Thousand","1445.8"
"PEA01","Population Estimates (Persons in April)","1965","1965","-","All ages","2","Female","Thousand","1430"
"PEA01","Population Estimates (Persons in April)","1966","1966","200","Under 1 year","-","Both sexes","Thousand","63.6"
"PEA01","Population Estimates (Persons in April)","1966","1966","200","Under 1 year","1","Male","Thousand","32.5"
"PEA01","Population Estimates (Persons in April)","1966","1966","200","Under 1 year","2","Female","Thousand","31.1"
"PEA01","Population Estimates (Persons in April)","1966","1966","205","0 - 4 years","-","Both sexes","Thousand","315.9"
"PEA01","Population Estimates (Persons in April)","1966","1966","205","0 - 4 years","1","Male","Thousand","161.3"
"PEA01","Population Estimates (Persons in April)","1966","1966","205","0 - 4 years","2","Female","Thousand","154.6"
"PEA01","Population Estimates (Persons in April)","1966","1966","215","0 - 14 years","-","Both sexes","Thousand","900.4"
"PEA01","Population Estimates (Persons in April)","1966","1966","215","0 - 14 years","1","Male","Thousand","459.4"
"PEA01","Population Estimates (Persons in April)","1966","1966","215","0 - 14 years","2","Female","Thousand","441"
"PEA01","Population Estimates (Persons in April)","1966","1966","225","1 - 4 years","-","Both sexes","Thousand","252.3"
"PEA01","Population Estimates (Persons in April)","1966","1966","225","1 - 4 years","1","Male","Thousand","128.8"
"PEA01","Population Estimates (Persons in April)","1966","1966","225","1 - 4 years","2","Female","Thousand","123.5"
"PEA01","Population Estimates (Persons in April)","1966","1966","245","5 - 9 years","-","Both sexes","Thousand","299"
"PEA01","Population Estimates (Persons in April)","1966","1966","245","5 - 9 years","1","Male","Thousand","152.4"
"PEA01","Population Estimates (Persons in April)","1966","1966","245","5 - 9 years","2","Female","Thousand","146.5"
"PEA01","Population Estimates (Persons in April)","1966","1966","265","10 - 14 years","-","Both sexes","Thousand","285.5"
"PEA01","Population Estimates (Persons in April)","1966","1966","265","10 - 14 years","1","Male","Thousand","145.6"
"PEA01","Population Estimates (Persons in April)","1966","1966","265","10 - 14 years","2","Female","Thousand","139.8"
"PEA01","Population Estimates (Persons in April)","1966","1966","300","15 - 19 years","-","Both sexes","Thousand","259.4"
"PEA01","Population Estimates (Persons in April)","1966","1966","300","15 - 19 years","1","Male","Thousand","133.3"
"PEA01","Population Estimates (Persons in April)","1966","1966","300","15 - 19 years","2","Female","Thousand","126"
"PEA01","Population Estimates (Persons in April)","1966","1966","310","15 - 24 years","-","Both sexes","Thousand","444.6"
"PEA01","Population Estimates (Persons in April)","1966","1966","310","15 - 24 years","1","Male","Thousand","228.1"
"PEA01","Population Estimates (Persons in April)","1966","1966","310","15 - 24 years","2","Female","Thousand","216.6"
"PEA01","Population Estimates (Persons in April)","1966","1966","320","15 years and over","-","Both sexes","Thousand","1983.6"
"PEA01","Population Estimates (Persons in April)","1966","1966","320","15 years and over","1","Male","Thousand","989.6"
"PEA01","Population Estimates (Persons in April)","1966","1966","320","15 years and over","2","Female","Thousand","994"
"PEA01","Population Estimates (Persons in April)","1966","1966","365","20 - 24 years","-","Both sexes","Thousand","185.3"
"PEA01","Population Estimates (Persons in April)","1966","1966","365","20 - 24 years","1","Male","Thousand","94.7"
"PEA01","Population Estimates (Persons in April)","1966","1966","365","20 - 24 years","2","Female","Thousand","90.6"
"PEA01","Population Estimates (Persons in April)","1966","1966","410","25 - 29 years","-","Both sexes","Thousand","149.3"
"PEA01","Population Estimates (Persons in April)","1966","1966","410","25 - 29 years","1","Male","Thousand","75"
"PEA01","Population Estimates (Persons in April)","1966","1966","410","25 - 29 years","2","Female","Thousand","74.3"
